SMILES,IC50_nM,pIC50
CNc1ccc(-c2ccc3cc(OCC(O)CF)ccc3n2)cn1,40.1,7.396855627379818
COc1ccc2nc(-c3cn(CCCCCCCO)nn3)sc2c1,45.5,7.341988603342887
CN(C)c1ccc(/C=C/C=C2\C(=O)Nc3ccc(O)cc32)cc1,48.0,7.318758762624412
CN(C)c1ccc(/C=C/C=C2\C(=O)Nc3ccccc32)cc1,53.7,7.270025714300444
Nc1ccc(-c2ccc3cc(OCCF)ccc3n2)cc1,59.3,7.226945306635737
COc1ccc2nc(-c3cn(CCO)nn3)sc2c1,59.4,7.2262135550188065
COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,72.4,7.140261433802853
O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCCF)cc1,80.1,7.096367483915762
COc1ccc2nc(-c3cn(Cc4ccc(C(F)(F)F)cc4)nn3)sc2c1,84.8,7.071604147743286
CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,90.0,7.045757490560675
CNc1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,112.0,6.950781977329818
O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,121.5,6.915423722065669
CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccc(N)cc3)c3ccccc32)cc1,131.1,6.8823973083099155
COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1OC,151.7,6.81901441921327
COc1ccc(/C=C/C=C2\C(=O)Nc3ccccc32)cc1,169.0,6.772113295386326
COc1ccc2nc(-c3cn(CCc4ccc(O)cc4)nn3)sc2c1,171.3,6.766242637034489
CN(C)c1ccc(/C=C/C=C2\C(=O)N(c3ccncc3)c3ccccc32)cc1,188.0,6.72584215073632
CN(C)c1ccc(/C=C2\C(=O)Nc3ncccc32)cc1,191.3,6.718285029972704
COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc(N(C)C)cc3)c3cccnc32)cc1,204.3,6.689731633367552
O=C1Nc2ccccc2/C1=C\C=C\c1ccc([N+](=O)[O-])cc1,208.7,6.680477550934546
CN(C)c1ccc(/C=C2\C(=O)Nc3ccc(O)cc32)cc1,212.4,6.6728454875905685
COc1ccc2nc(C(=O)Nc3ccc(CO)cc3)sc2c1,215.0,6.667561540084395
COc1cccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,228.6,6.640923773940737
CN(C)c1ccc(/C=C/C=C2\C(=O)N(C)c3ccccc32)cc1,229.1,6.6399749108106025
COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc(N(C)C)cc3)c3ccccc32)cc1,239.7,6.620331965966346
COc1ccc2nc(-c3cn(CCCCCCCCO)nn3)sc2c1,241.7,6.616723349592349
CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccccc3)c3ncccc32)cc1,257.0,6.590066876668706
CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,261.5,6.582528306796707
CCOC(=O)N1C(=O)/C(=C\C=C\c2ccc(N(C)C)cc2)c2ccccc21,263.2,6.579714115058082
COc1ccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1,318.1,6.497436330892636
COc1ccc2nc(-c3cn(Cc4ccccc4)nn3)sc2c1,341.4,6.466736483221285
COc1cccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,354.6,6.450261268735101
O=C1Nc2ccccc2/C1=C/c1ccc([N+](=O)[O-])cc1,362.5,6.440691989092987
CN(C)c1ccc(/C=C2\C(=O)N(c3ccncc3)c3ccccc32)cc1,364.0,6.438898616350944
CN(C)c1ccc(/C=C/C=C2\C(=O)N(Cc3ccccc3)c3ccccc32)cc1,374.0,6.42712839779952
COc1ccc(CN2C(=O)/C(=C\c3ccc(N(C)C)cc3)c3ccccc32)cc1,431.7,6.364817951343732
O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccc(OCCF)cc1,455.7,6.341320971417551
CN(C)c1ccc(/C=C/C=C2\C(=O)N(c3ccccc3)c3ccccc32)cc1,465.1,6.332453660488484
O=C1Nc2ccccc2/C1=C/C=C/c1ccccc1,522.1,6.282246306789284
O=C1Nc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,528.5,6.276955008356555
O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,590.5,6.228780098050466
CN(C)c1ccc(C=C2C(=O)Nc3ccc(I)cc32)cc1,599.0,6.2225731776106885
CN(C)c1ccc(/C=C2\C(=O)N(C)c3ccccc32)cc1,617.6,6.20929271267232
COc1ccc(CN2C(=O)/C(=C/C=C/c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1OC,630.3,6.200452692874385
O=C1/C(=C\C=C\c2ccccc2)c2ccccc2N1Cc1ccccc1,682.4,6.165960981840533
COc1ccc(/C=C/C=C2\C(=O)N(Cc3ccccc3)c3ccccc32)cc1,717.6,6.1441175699639645
COc1ccc2nc(C(=O)Nc3ccncc3)sc2c1,761.0,6.118615343229427
CN(C)c1ccc(/C=C2\C(=O)N(c3ccccc3)c3ccccc32)cc1,789.8,6.1024828705994745
CN(C)c1ccc(/C=C2\C(=O)N(Cc3ccccc3)c3ccccc32)cc1,797.8,6.0981059680261795
COc1ccc(CN2C(=O)/C(=C\c3ccc(N(C)C)cc3)c3cccnc32)cc1,853.5,6.068796474549248
CN(C)c1ccc(/C=C2\C(=O)N(Cc3ccccc3)c3ncccc32)cc1,858.8,6.066107964235789
CCOC(=O)N1C(=O)/C(=C\c2ccc(N(C)C)cc2)c2ccccc21,1116.2,5.952257981819359
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,1410.0,5.85078088734462
CNc1ccc(C=C2C(=O)Nc3ccc(I)cc32)cc1,1428.0,5.845271792559845
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,1756.7,5.755302398703292
N#Cc1cccc(-c2ccc(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)cc2)c1,24.0,7.619788758288394
N#Cc1ccccc1-c1cccc(C(=O)NCCc2c[nH]c3ccc(Cl)cc23)c1,169.0,6.772113295386326
CCn1cc(CNCc2c[nH]nc2-c2ccc(-c3ccccc3)cc2)cn1,250.0,6.6020599913279625
N#Cc1ccc(-c2ccccc2C(=O)NCCc2c[nH]c3ccc(Cl)cc23)cc1,325.0,6.488116639021126
COc1cccc(C(c2ccc(F)cc2)N2CCN(c3cnccn3)CC2)c1O,2210.0,5.655607726314889
Cc1ccc(C(c2ccccc2O)N2CCN(c3cnccn3)CC2)cc1,2710.0,5.567030709125595
